H,V,C,MUNSELL_NAME,x,y,Y,OKLCH_L,OKLCH_C,OKLCH_h,sRGB_R,sRGB_G,sRGB_B,IN_SRGB_GAMUT,FAKE_MUNSEL
10BG,6.5,2,10BG 6.5/2x,,,,0.7030749609,0.03027226138,199.1422207,0.5419943125,0.6489210048,0.6527278815,TRUE,TRUE
10BG,7.5,2,10BG 7.5/2x,,,,0.7870764201,0.03043976072,197.6937754,0.6428907104,0.753022853,0.7547196826,TRUE,TRUE
10BG,8.5,2,10BG 8.5/2x,,,,0.8702252862,0.03129872929,196.2379775,0.7435512575,0.8593430048,0.8587912501,TRUE,TRUE
10BG,9.5,2,10BG 9.5/2x,,,,0.954216095,0.03092492354,196.7775326,0.8512866574,0.9679028098,0.968112551,TRUE,TRUE
10BG,2.5,4,10BG 2.5/4x,,,,0.3502030191,0.05951637,207.9414071,0.005745946152,0.262449069,0.2928013984,TRUE,TRUE
10BG,3.5,4,10BG 3.5/4x,,,,0.4381216517,0.06194128417,205.7398734,0.1214411152,0.3596305679,0.3867162798,TRUE,TRUE
10BG,4.5,4,10BG 4.5/4x,,,,0.5270929768,0.06028523695,203.8532264,0.2370707644,0.4599612931,0.4818703226,TRUE,TRUE
10BG,5.5,4,10BG 5.5/4x,,,,0.6144582262,0.06001286972,202.1574396,0.340320489,0.5628490355,0.5803854087,TRUE,TRUE
10BG,6.5,4,10BG 6.5/4x,,,,0.6998049522,0.0609205393,200.2280327,0.4382653022,0.6674955487,0.6800129142,TRUE,TRUE
10BG,7.5,4,10BG 7.5/4x,,,,0.7836983271,0.0614830317,198.4884375,0.5382015163,0.7729774391,0.7804726822,TRUE,TRUE
10BG,8.5,4,10BG 8.5/4x,,,,0.8665980759,0.06428898855,197.2197662,0.6313335223,0.881439628,0.8852430318,TRUE,TRUE
10BG,9.5,4,10BG 9.5/4x,,,,0.9499994357,0.06916672837,197.3009614,0.7196103513,0.9943318454,0.9987360342,TRUE,TRUE
2.5B,0.7,2,2.5B 0.7/2x,,,,0.1966099858,0.03452887416,216.7370505,0.001366466497,0.09772426018,0.1227550026,TRUE,TRUE
2.5B,0.9,2,2.5B 0.9/2x,,,,0.2159328849,0.03083223498,217.2815488,0.02443751631,0.1140641924,0.1371244418,TRUE,TRUE
2.5B,1.5,2,2.5B 1.5/2x,,,,0.267574413,0.02764176832,216.5668471,0.0834709709,0.1618589523,0.1826015672,TRUE,TRUE
2.5B,2.5,2,2.5B 2.5/2x,,,,0.353491945,0.02765189019,214.6654933,0.1667082327,0.2482694916,0.2682997658,TRUE,TRUE
2.5B,3.5,2,2.5B 3.5/2x,,,,0.4416158621,0.02920287025,212.3677029,0.2523968501,0.343128636,0.362674089,TRUE,TRUE
2.5B,4.5,2,2.5B 4.5/2x,,,,0.5305418907,0.02872043253,210.1396737,0.34932381,0.4423255427,0.4595795831,TRUE,TRUE
2.5B,5.5,2,2.5B 5.5/2x,,,,0.6179519793,0.02847052393,207.9249133,0.4481688283,0.5438982361,0.5587403538,TRUE,TRUE
2.5B,6.5,2,2.5B 6.5/2x,,,,0.7034597083,0.02843766529,206.0968477,0.5479747703,0.6467250503,0.6595331617,TRUE,TRUE
2.5B,7.5,2,2.5B 7.5/2x,,,,0.7875029535,0.02813805949,204.6447322,0.6500911391,0.7504949331,0.7614846345,TRUE,TRUE
2.5B,8.5,2,2.5B 8.5/2x,,,,0.8707431655,0.02829394943,203.9268743,0.7528157594,0.856169429,0.8664349217,TRUE,TRUE
2.5B,9.5,2,2.5B 9.5/2x,,,,0.9546802085,0.02831260918,204.0076956,0.8594913403,0.9649821846,0.9755525603,TRUE,TRUE
2.5B,2.5,4,2.5B 2.5/4x,,,,0.3506694106,0.06071737441,214.6301374,0.009226333814,0.2605022135,0.3066733795,TRUE,TRUE
2.5B,3.5,4,2.5B 3.5/4x,,,,0.4386881915,0.06222950702,213.024933,0.1280210869,0.3571089741,0.4024283893,TRUE,TRUE
2.5B,4.5,4,2.5B 4.5/4x,,,,0.5276814185,0.05959368772,211.0922865,0.2445040067,0.4571516318,0.497034184,TRUE,TRUE
2.5B,5.5,4,2.5B 5.5/4x,,,,0.6150707924,0.0583627233,208.9696837,0.3494404651,0.5597453216,0.5943916133,TRUE,TRUE
2.5B,6.5,4,2.5B 6.5/4x,,,,0.700472874,0.05856926628,207.1985343,0.448804189,0.6639339293,0.694758474,TRUE,TRUE
2.5B,7.5,4,2.5B 7.5/4x,,,,0.7843011331,0.05962323832,205.5484443,0.5459379634,0.7696557449,0.7970123756,TRUE,TRUE
2.5B,8.5,4,2.5B 8.5/4x,,,,0.8671738899,0.06270559102,204.3157712,0.6374644815,0.8781871061,0.903770974,TRUE,TRUE
5B,0.7,2,5B 0.7/2x,,,,0.1970760092,0.03470809087,224.7176142,0.00611700884,0.09604609296,0.1295825517,TRUE,TRUE
5B,0.9,2,5B 0.9/2x,,,,0.2162537741,0.03160401424,224.4503668,0.02714413875,0.1128512965,0.1435453427,TRUE,TRUE
5B,1.5,2,5B 1.5/2x,,,,0.2678146318,0.028352452,223.1917716,0.08501933502,0.1608830273,0.1884187567,TRUE,TRUE
5B,2.5,2,5B 2.5/2x,,,,0.3537406672,0.02806174813,221.519327,0.1686864518,0.2471415308,0.2744645664,TRUE,TRUE
5B,3.5,2,5B 3.5/2x,,,,0.4419271479,0.02900184151,219.546928,0.255957977,0.3416142073,0.3691634159,TRUE,TRUE
5B,4.5,2,5B 4.5/2x,,,,0.5309389729,0.02750089528,217.8296206,0.3554621483,0.4402365482,0.4655313375,TRUE,TRUE
5B,5.5,2,5B 5.5/2x,,,,0.618421035,0.02647516964,216.0880203,0.45630484,0.5412907068,0.5645227228,TRUE,TRUE
5B,6.5,2,5B 6.5/2x,,,,0.7039859791,0.02587755198,214.7010482,0.5576464654,0.6436647219,0.6654475266,TRUE,TRUE
5B,7.5,2,5B 7.5/2x,,,,0.7880824689,0.02504247411,213.6346624,0.661266064,0.746996324,0.7673809333,TRUE,TRUE
5B,8.5,2,5B 8.5/2x,,,,0.8713296925,0.02494564032,212.4445404,0.7646400971,0.8525074457,0.8718682647,TRUE,TRUE
5B,9.5,2,5B 9.5/2x,,,,0.9551572628,0.02535374757,210.0740162,0.8696836073,0.9619267489,0.9790629242,TRUE,TRUE
5B,2.5,4,5B 2.5/4x,,,,0.3513713163,0.06065494338,221.5961126,0.03214181162,0.2575912646,0.3187699128,TRUE,TRUE
5B,3.5,4,5B 3.5/4x,,,,0.4394799166,0.06102780361,220.2940781,0.146737137,0.3535576371,0.414894997,TRUE,TRUE
5B,4.5,4,5B 4.5/4x,,,,0.5284804372,0.05754558383,218.480825,0.2607533254,0.4532685835,0.5090085137,TRUE,TRUE
5B,5.5,4,5B 5.5/4x,,,,0.6159276383,0.05547233743,216.7390934,0.3665182503,0.5553161411,0.6066580872,TRUE,TRUE
5B,6.5,4,5B 6.5/4x,,,,0.7014065223,0.054982331,215.4474574,0.4673703985,0.658868749,0.7080349967,TRUE,TRUE
5B,7.5,4,5B 7.5/4x,,,,0.785292175,0.0557236865,214.3179454,0.5651244787,0.7640746548,0.8122683927,TRUE,TRUE
5B,8.5,4,5B 8.5/4x,,,,0.868186129,0.05893949234,213.3221469,0.656155445,0.8723255148,0.9217475693,TRUE,TRUE
7.5B,0.7,2,7.5B 0.7/2x,,,,0.197590757,0.03409084664,232.0377607,0.01391804942,0.09415644302,0.1340721038,TRUE,TRUE
7.5B,0.9,2,7.5B 0.9/2x,,,,0.2167291876,0.03128528194,232.2728624,0.03561283994,0.1110141447,0.1484393212,TRUE,TRUE
7.5B,1.5,2,7.5B 1.5/2x,,,,0.2682033072,0.02863032528,231.2420011,0.09015247422,0.1592557142,0.1942135005,TRUE,TRUE
7.5B,2.5,2,7.5B 2.5/2x,,,,0.3541415305,0.02810960733,230.0303611,0.1739410942,0.2452943232,0.2807916776,TRUE,TRUE
7.5B,3.5,2,7.5B 3.5/2x,,,,0.4424181412,0.02805548909,228.6184907,0.2638420273,0.3391649357,0.3751328231,TRUE,TRUE
7.5B,4.5,2,7.5B 4.5/2x,,,,0.5314221214,0.02597667359,226.5609073,0.3639572779,0.4376542247,0.4704288588,TRUE,TRUE
7.5B,5.5,2,7.5B 5.5/2x,,,,0.6188894455,0.02462259043,224.3797982,0.4650428501,0.5386462835,0.5687209391,TRUE,TRUE
7.5B,6.5,2,7.5B 6.5/2x,,,,0.7044686453,0.02360992287,222.8138147,0.5672425221,0.6408133607,0.6690033182,TRUE,TRUE
7.5B,7.5,2,7.5B 7.5/2x,,,,0.788588848,0.0224316923,222.0021949,0.6717838738,0.743882549,0.7705970151,TRUE,TRUE
7.5B,8.5,2,7.5B 8.5/2x,,,,0.8718945046,0.02172238293,221.1184555,0.7770039297,0.8489210613,0.8745526717,TRUE,TRUE
7.5B,9.5,2,7.5B 9.5/2x,,,,0.9557397436,0.02201745581,219.0265746,0.8824133922,0.9581257622,0.9825350202,TRUE,TRUE
7.5B,2.5,4,7.5B 2.5/4x,,,,0.352336585,0.05920590602,229.5237185,0.07056434041,0.2535364101,0.328857819,TRUE,TRUE
7.5B,3.5,4,7.5B 3.5/4x,,,,0.4405193926,0.0584535216,228.5801765,0.1743845604,0.3487850829,0.4247932508,TRUE,TRUE
7.5B,4.5,4,7.5B 4.5/4x,,,,0.5295118891,0.0545328535,227.2317698,0.2840997705,0.4481352386,0.5191427738,TRUE,TRUE
7.5B,5.5,4,7.5B 5.5/4x,,,,0.6169649241,0.05191405702,225.6919629,0.3891029578,0.549841722,0.6166473458,TRUE,TRUE
7.5B,6.5,4,7.5B 6.5/4x,,,,0.7023975788,0.05101667705,223.7540491,0.4892449278,0.6533759247,0.7169492762,TRUE,TRUE
7.5B,7.5,4,7.5B 7.5/4x,,,,0.7862323011,0.05173300752,221.9836639,0.5859431792,0.7586648924,0.8209195032,TRUE,TRUE
7.5B,8.5,4,7.5B 8.5/4x,,,,0.8691616219,0.05483199139,220.9600708,0.6776976482,0.8665522517,0.9316537736,TRUE,TRUE
10B,0.5,2,10B 0.5/2x,,,,0.1760728168,0.0384343099,237.9134178,0.0008662819824,0.07338410607,0.1233203543,TRUE,TRUE
10B,0.7,2,10B 0.7/2x,,,,0.1981681277,0.03333151732,239.9712046,0.02392019107,0.09198659935,0.1377277454,TRUE,TRUE
10B,0.9,2,10B 0.9/2x,,,,0.2172476465,0.03111895475,240.4542126,0.04554346828,0.1089589933,0.1528116443,TRUE,TRUE
10B,1.5,2,10B 1.5/2x,,,,0.2687552774,0.02844133596,241.0777299,0.09928602705,0.1568675206,0.1993479656,TRUE,TRUE
10B,2.5,2,10B 2.5/2x,,,,0.3547114752,0.02762399591,240.4274743,0.1833417338,0.2425880302,0.2861830757,TRUE,TRUE
10B,3.5,2,10B 3.5/2x,,,,0.4429911578,0.02693458727,238.7228464,0.2740491466,0.3362405985,0.3797342262,TRUE,TRUE
10B,4.5,2,10B 4.5/2x,,,,0.5320041397,0.02434050738,237.3630125,0.3749022851,0.4344679062,0.4744994101,TRUE,TRUE
10B,5.5,2,10B 5.5/2x,,,,0.6194644624,0.02271978273,235.3859608,0.4761551015,0.5353522288,0.5725823551,TRUE,TRUE
10B,6.5,2,10B 6.5/2x,,,,0.7050368289,0.02125288443,233.5475019,0.5789362264,0.6374042462,0.6719099154,TRUE,TRUE
10B,7.5,2,10B 7.5/2x,,,,0.7891100959,0.02008429606,232.0380323,0.6828354239,0.7406443094,0.7729848436,TRUE,TRUE
10B,8.5,2,10B 8.5/2x,,,,0.8723318607,0.01965983833,229.616397,0.7864497402,0.8461195642,0.8766075208,TRUE,TRUE
10B,9.5,2,10B 9.5/2x,,,,0.9561438438,0.01993320065,226.4050805,0.8914006083,0.9554686053,0.9842984431,TRUE,TRUE
10B,2.5,4,10B 2.5/4x,,,,0.3534004578,0.05694084869,237.8234449,0.1050063719,0.2489361625,0.3356577588,TRUE,TRUE
10B,3.5,4,10B 3.5/4x,,,,0.4416251131,0.05534263152,237.264086,0.2033018582,0.3435459166,0.4310964548,TRUE,TRUE
10B,4.5,4,10B 4.5/4x,,,,0.5306009863,0.05111473705,236.4134351,0.3098177871,0.4425542152,0.525403137,TRUE,TRUE
10B,5.5,4,10B 5.5/4x,,,,0.6180505911,0.04808487821,235.1828576,0.4140782547,0.5439488468,0.622667999,TRUE,TRUE
10B,6.5,4,10B 6.5/4x,,,,0.7035229474,0.04656555862,233.5831197,0.5153036497,0.6469756502,0.722876678,TRUE,TRUE
10B,7.5,4,10B 7.5/4x,,,,0.7874569326,0.0469021251,232.6555655,0.6140371076,0.7514524619,0.8283501478,TRUE,TRUE
10B,8.5,4,10B 8.5/4x,,,,0.8703665568,0.05009642988,230.9667026,0.7055165311,0.8592336587,0.9400382113,TRUE,TRUE
10B,3.5,6,10B 3.5/6x,,,,0.4402664073,0.08436931753,235.263692,0.08295055209,0.3498551249,0.4798987262,TRUE,TRUE
10B,4.5,6,10B 4.5/6x,,,,0.5292620041,0.07854276016,235.3570114,0.2242188197,0.449528298,0.5752445835,TRUE,TRUE
10B,5.5,6,10B 5.5/6x,,,,0.616608019,0.07585397692,234.6181493,0.3332864399,0.5520353404,0.6755858202,TRUE,TRUE
10B,6.5,6,10B 6.5/6x,,,,0.7020008065,0.07407455696,233.385565,0.4364470271,0.6559902326,0.77689636,TRUE,TRUE
10B,7.5,6,10B 7.5/6x,,,,0.7858252672,0.07476489345,232.4505106,0.5333392778,0.7614689402,0.884098621,TRUE,TRUE
2.5PB,0.5,2,2.5PB 0.5/2x,,,,0.176793886,0.03702896012,246.3867647,0.0118039866,0.07076357667,0.1258394052,TRUE,TRUE
2.5PB,0.7,2,2.5PB 0.7/2x,,,,0.1987664425,0.03270290605,248.2876261,0.03535142522,0.08964841348,0.1405817743,TRUE,TRUE
2.5PB,0.9,2,2.5PB 0.9/2x,,,,0.2178684693,0.03073330694,249.8988307,0.05763506755,0.1064057721,0.1562258184,TRUE,TRUE
2.5PB,1.5,2,2.5PB 1.5/2x,,,,0.269405342,0.0278297339,251.9571249,0.1110732668,0.1539789941,0.2025686806,TRUE,TRUE
2.5PB,2.5,2,2.5PB 2.5/2x,,,,0.3553462339,0.02690673949,251.5037525,0.1948657487,0.2394871454,0.289508102,TRUE,TRUE
2.5PB,3.5,2,2.5PB 3.5/2x,,,,0.4436537712,0.02588819173,250.6361157,0.2865273663,0.3327532774,0.3830922405,TRUE,TRUE
2.5PB,4.5,2,2.5PB 4.5/2x,,,,0.5326292698,0.02296869843,249.6482931,0.3871391012,0.4309799447,0.4771712694,TRUE,TRUE
2.5PB,5.5,2,2.5PB 5.5/2x,,,,0.6200844295,0.02096449516,248.285419,0.4888717681,0.5317073086,0.574732996,TRUE,TRUE
2.5PB,6.5,2,2.5PB 6.5/2x,,,,0.7056480689,0.01914046393,246.8080301,0.5919962643,0.633673748,0.6734251439,TRUE,TRUE
2.5PB,7.5,2,2.5PB 7.5/2x,,,,0.789712264,0.01778961207,245.7248236,0.6961123163,0.7368271101,0.7742340147,TRUE,TRUE
2.5PB,8.5,2,2.5PB 8.5/2x,,,,0.8730044914,0.01685067696,245.0544123,0.8016865231,0.8417387718,0.8777083268,TRUE,TRUE
2.5PB,9.5,2,2.5PB 9.5/2x,,,,0.9568999759,0.01681815282,243.790098,0.9085093871,0.9504269694,0.9864325541,TRUE,TRUE
2.5PB,1.5,4,2.5PB 1.5/4x,,,,0.2688321376,0.05508012639,247.3296671,0.04836133553,0.1567555447,0.2488182538,TRUE,TRUE
2.5PB,2.5,4,2.5PB 2.5/4x,,,,0.3547023671,0.05420135869,248.3933882,0.1403965969,0.2430444849,0.3405612947,TRUE,TRUE
2.5PB,3.5,4,2.5PB 3.5/4x,,,,0.4429398396,0.05231150723,248.3532546,0.2351063723,0.337059293,0.4360464943,TRUE,TRUE
2.5PB,4.5,4,2.5PB 4.5/4x,,,,0.5318442546,0.04767361441,247.7124397,0.3387617797,0.4359728524,0.5293706691,TRUE,TRUE
2.5PB,5.5,4,2.5PB 5.5/4x,,,,0.6192626532,0.04431624811,246.8571786,0.4421940217,0.5371424955,0.6261864957,TRUE,TRUE
2.5PB,6.5,4,2.5PB 6.5/4x,,,,0.704797832,0.04260656641,246.3261988,0.5445677755,0.6395143345,0.7272459689,TRUE,TRUE
2.5PB,7.5,4,2.5PB 7.5/4x,,,,0.7887632034,0.04272156263,245.5995421,0.6443150923,0.7435424312,0.8330520439,TRUE,TRUE
2.5PB,8.5,4,2.5PB 8.5/4x,,,,0.8718146561,0.04484126192,244.149639,0.7402661386,0.8502531837,0.9444562173,TRUE,TRUE
2.5PB,2.5,6,2.5PB 2.5/6x,,,,0.3539844648,0.08374730409,244.6343001,0.02561814511,0.2462041436,0.3916549955,TRUE,TRUE
2.5PB,3.5,6,2.5PB 3.5/6x,,,,0.4422295872,0.07916917091,245.8473503,0.163984453,0.3407771206,0.4868056415,TRUE,TRUE
2.5PB,4.5,6,2.5PB 4.5/6x,,,,0.5311347546,0.07363120186,246.3418721,0.278891632,0.440116141,0.5823107252,TRUE,TRUE
2.5PB,5.5,6,2.5PB 5.5/6x,,,,0.6184718884,0.07057159056,245.9579106,0.383447228,0.5420920406,0.6824482054,TRUE,TRUE
2.5PB,6.5,6,2.5PB 6.5/6x,,,,0.7039115393,0.06818381041,245.2798538,0.4864189147,0.6452871914,0.7837307091,TRUE,TRUE
2.5PB,7.5,6,2.5PB 7.5/6x,,,,0.7877472302,0.06902090519,244.3737464,0.5825255189,0.7503052298,0.8923735315,TRUE,TRUE
5PB,0.3,2,5PB 0.3/2x,,,,0.1493231904,0.044906072,255.1147037,0.002946079301,0.0420141153,0.1147744652,TRUE,TRUE
5PB,0.5,2,5PB 0.5/2x,,,,0.1777959138,0.03584339665,258.8091017,0.02830134641,0.06692971108,0.1282190611,TRUE,TRUE
5PB,0.7,2,5PB 0.7/2x,,,,0.1996727923,0.03212101387,261.2956328,0.05337693609,0.08589008537,0.1432409045,TRUE,TRUE
5PB,0.9,2,5PB 0.9/2x,,,,0.2187365939,0.03034244818,263.1140153,0.07378698513,0.1026947464,0.1587594969,TRUE,TRUE
5PB,1.5,2,5PB 1.5/2x,,,,0.2701271396,0.02775569978,264.2622247,0.1239067348,0.1506143971,0.2050101963,TRUE,TRUE
5PB,2.5,2,5PB 2.5/2x,,,,0.3560770567,0.026785182,264.4572697,0.2081054199,0.2358001033,0.2921320633,TRUE,TRUE
5PB,3.5,2,5PB 3.5/2x,,,,0.44438658,0.02560160931,264.3014937,0.3003750244,0.3287798523,0.3856837293,TRUE,TRUE
5PB,4.5,2,5PB 4.5/2x,,,,0.5333201027,0.02236096101,264.1792241,0.4007501443,0.4270370571,0.4790951419,TRUE,TRUE
5PB,5.5,2,5PB 5.5/2x,,,,0.6206881458,0.0198756661,262.1390794,0.5015333199,0.5281038757,0.575484524,TRUE,TRUE
5PB,6.5,2,5PB 6.5/2x,,,,0.7061792681,0.01814369032,260.187418,0.603328046,0.6303721379,0.6743592409,TRUE,TRUE
5PB,7.5,2,5PB 7.5/2x,,,,0.7901854362,0.01679883185,258.426413,0.7063931392,0.7338099546,0.7750606376,TRUE,TRUE
5PB,8.5,2,5PB 8.5/2x,,,,0.8734235914,0.01566452877,256.7722591,0.8113008947,0.8389721882,0.8778009126,TRUE,TRUE
5PB,9.5,2,5PB 9.5/2x,,,,0.957211698,0.01559441235,252.154908,0.916128213,0.9482994314,0.985882353,TRUE,TRUE
5PB,0.7,4,5PB 0.7/4x,,,,0.199973336,0.05725248001,256.2697604,0.013382168,0.08464687284,0.18516189,TRUE,TRUE
5PB,0.9,4,5PB 0.9/4x,,,,0.2188935781,0.05508678252,257.3663044,0.03207272037,0.1021928403,0.2012248549,TRUE,TRUE
5PB,1.5,4,5PB 1.5/4x,,,,0.2701885379,0.05273457506,258.9469487,0.08654841367,0.150871222,0.2509881898,TRUE,TRUE
5PB,2.5,4,5PB 2.5/4x,,,,0.356054778,0.05229062998,260.2108011,0.1721334272,0.2365698482,0.3433162116,TRUE,TRUE
5PB,3.5,4,5PB 3.5/4x,,,,0.4443176448,0.0500660883,260.9880775,0.2665789231,0.3298995756,0.4383097281,TRUE,TRUE
5PB,4.5,4,5PB 4.5/4x,,,,0.5331802606,0.04530664179,261.1837101,0.3687784715,0.4285916505,0.5313653309,TRUE,TRUE
5PB,5.5,4,5PB 5.5/4x,,,,0.6204845283,0.04196382811,260.0762036,0.4697106215,0.5300670157,0.6280550555,TRUE,TRUE
5PB,6.5,4,5PB 6.5/4x,,,,0.7059076862,0.04013831783,258.76925,0.5701312795,0.6328190097,0.7285479823,TRUE,TRUE
5PB,7.5,4,5PB 7.5/4x,,,,0.7898322712,0.04003687555,257.4868764,0.6695985992,0.7368773224,0.8339435567,TRUE,TRUE
5PB,8.5,4,5PB 8.5/4x,,,,0.8730547852,0.04141347469,257.2284914,0.7703550404,0.8423414733,0.9450592216,TRUE,TRUE
5PB,1.5,6,5PB 1.5/6x,,,,0.2702171335,0.08097486819,253.1414517,0.006362694271,0.1506639144,0.2996691681,TRUE,TRUE
5PB,2.5,6,5PB 2.5/6x,,,,0.355980241,0.07931837816,255.7745385,0.1156938995,0.2372439482,0.3947527367,TRUE,TRUE
5PB,3.5,6,5PB 3.5/6x,,,,0.4441541881,0.07529241176,257.3255717,0.2200796025,0.3312824288,0.4900787615,TRUE,TRUE
5PB,4.5,6,5PB 4.5/6x,,,,0.5330011487,0.06982308892,258.4012785,0.3274200397,0.4302066805,0.5851376451,TRUE,TRUE
5PB,5.5,6,5PB 5.5/6x,,,,0.6203059565,0.06698821487,258.3442811,0.4292018955,0.5318203036,0.6858694893,TRUE,TRUE
5PB,6.5,6,5PB 6.5/6x,,,,0.7056438207,0.06481391405,257.3657827,0.5288837865,0.6351867432,0.7876177052,TRUE,TRUE
5PB,7.5,6,5PB 7.5/6x,,,,0.7894653711,0.06571006112,256.2140411,0.6246432365,0.7399560376,0.8970805599,TRUE,TRUE
5PB,3.5,8,5PB 3.5/8x,,,,0.4439788937,0.1013143083,253.9831341,0.1532505183,0.3322717793,0.5412683098,TRUE,TRUE
5PB,4.5,8,5PB 4.5/8x,,,,0.5327567465,0.09538964989,255.4576032,0.2722617135,0.4319266676,0.6389857259,TRUE,TRUE
5PB,5.5,8,5PB 5.5/8x,,,,0.6200829057,0.09131063888,256.2520876,0.3814093171,0.5335896028,0.7401284751,TRUE,TRUE
5PB,6.5,8,5PB 6.5/8x,,,,0.705425121,0.08961409685,256.0365339,0.4822916842,0.637068641,0.8455062364,TRUE,TRUE
5PB,7.5,8,5PB 7.5/8x,,,,0.7890886063,0.09243935588,254.741397,0.5714628391,0.742886987,0.960897081,TRUE,TRUE
5PB,3.5,10,5PB 3.5/10x,,,,0.4438102739,0.1283308921,250.7939541,2.803929132e-05,0.3326715488,0.5921747205,TRUE,TRUE
5PB,4.5,10,5PB 4.5/10x,,,,0.5325213335,0.120940038,252.8284725,0.1979389284,0.4331594594,0.6909376229,TRUE,TRUE
5PB,5.5,10,5PB 5.5/10x,,,,0.6197872784,0.1165494565,253.8933313,0.3188119682,0.535483495,0.7944008865,TRUE,TRUE
5PB,6.5,10,5PB 6.5/10x,,,,0.7050895428,0.1164078487,254.0243164,0.4201107046,0.6393693929,0.9057770364,TRUE,TRUE
5PB,4.5,12,5PB 4.5/12x,,,,0.5322193045,0.1476296324,250.0791874,0.03442487805,0.4341926009,0.742891901,TRUE,TRUE
5PB,5.5,12,5PB 5.5/12x,,,,0.6193731618,0.144974569,251.1913287,0.2187937471,0.5375346416,0.8530262295,TRUE,TRUE
5PB,6.5,12,5PB 6.5/12x,,,,0.7045712694,0.1472602267,251.3922759,0.3239335903,0.6422881987,0.9721467521,TRUE,TRUE
7.5PB,0.3,2,7.5PB 0.3/2x,,,,0.151372232,0.04430262262,276.6625176,0.02875846939,0.03390132038,0.1163266887,TRUE,TRUE
7.5PB,0.5,2,7.5PB 0.5/2x,,,,0.1792941005,0.03643603456,278.3184185,0.05444027408,0.06043694655,0.1301485209,TRUE,TRUE
7.5PB,0.7,2,7.5PB 0.7/2x,,,,0.2009194254,0.03270099333,279.5643127,0.07522218549,0.08028409536,0.1444665983,TRUE,TRUE
7.5PB,0.9,2,7.5PB 0.9/2x,,,,0.219858764,0.03110559943,280.5025632,0.09321758803,0.09747711599,0.1599155412,TRUE,TRUE
7.5PB,1.5,2,7.5PB 1.5/2x,,,,0.2711344585,0.02875303805,281.0661032,0.1412841024,0.1456920078,0.2064770702,TRUE,TRUE
7.5PB,2.5,2,7.5PB 2.5/2x,,,,0.3569939994,0.02755102037,280.5277506,0.2248813728,0.2309696926,0.2933230519,TRUE,TRUE
7.5PB,3.5,2,7.5PB 3.5/2x,,,,0.4452297695,0.02613159287,279.8611482,0.3165609771,0.3240887317,0.3865795086,TRUE,TRUE
7.5PB,4.5,2,7.5PB 4.5/2x,,,,0.5340064825,0.02265013194,278.8305542,0.4145078998,0.4230134607,0.4796646714,TRUE,TRUE
7.5PB,5.5,2,7.5PB 5.5/2x,,,,0.6213335213,0.01991682021,277.8460654,0.5150394869,0.5241460608,0.5758285655,TRUE,TRUE
7.5PB,6.5,2,7.5PB 6.5/2x,,,,0.7068058863,0.01785390709,277.0153161,0.6169818826,0.6264137339,0.6742009228,TRUE,TRUE
7.5PB,7.5,2,7.5PB 7.5/2x,,,,0.7907798024,0.01599031309,275.9974323,0.7201651489,0.7299208189,0.7738363163,TRUE,TRUE
7.5PB,8.5,2,7.5PB 8.5/2x,,,,0.8739941449,0.01467848737,274.8885849,0.8249057391,0.8351448837,0.8763440435,TRUE,TRUE
7.5PB,9.5,2,7.5PB 9.5/2x,,,,0.9578021201,0.01383324815,270.8536278,0.9308785081,0.9442784493,0.9833201694,TRUE,TRUE
7.5PB,0.3,4,7.5PB 0.3/4x,,,,0.1538358192,0.06704134617,275.5902005,0.02517792959,0.02403063717,0.1546064192,TRUE,TRUE
7.5PB,0.5,4,7.5PB 0.5/4x,,,,0.1811354011,0.05927619751,277.3713182,0.04856900945,0.05217602742,0.1694304656,TRUE,TRUE
7.5PB,0.7,4,7.5PB 0.7/4x,,,,0.2025255193,0.05567987523,278.5244939,0.06887763858,0.07318487065,0.1849256348,TRUE,TRUE
7.5PB,0.9,4,7.5PB 0.9/4x,,,,0.2212429024,0.05374534666,278.6504641,0.08536452632,0.09141520834,0.2008001017,TRUE,TRUE
7.5PB,1.5,4,7.5PB 1.5/4x,,,,0.2723005948,0.05201518122,278.6270279,0.131236871,0.1406750635,0.2510107058,TRUE,TRUE
7.5PB,2.5,4,7.5PB 2.5/4x,,,,0.3579756935,0.05197184969,278.0868536,0.212299929,0.2265992279,0.3437901084,TRUE,TRUE
7.5PB,3.5,4,7.5PB 3.5/4x,,,,0.4460595318,0.04984869828,277.833761,0.3032928386,0.3203309039,0.4387722884,TRUE,TRUE
7.5PB,4.5,4,7.5PB 4.5/4x,,,,0.5346530721,0.04475455188,277.0422827,0.4006987237,0.4200747803,0.5310844346,TRUE,TRUE
7.5PB,5.5,4,7.5PB 5.5/4x,,,,0.6218536451,0.04130002524,276.0306891,0.5000369614,0.5217985745,0.6279304853,TRUE,TRUE
7.5PB,6.5,4,7.5PB 6.5/4x,,,,0.7072636444,0.03934089587,275.2523932,0.6006930949,0.6243745567,0.7285898649,TRUE,TRUE
7.5PB,7.5,4,7.5PB 7.5/4x,,,,0.7911813725,0.0385374979,274.0826499,0.7013269571,0.7282156234,0.8328144898,TRUE,TRUE
7.5PB,8.5,4,7.5PB 8.5/4x,,,,0.8744432167,0.04002953664,273.6851527,0.8034434153,0.8331943928,0.9444550469,TRUE,TRUE
7.5PB,0.3,6,7.5PB 0.3/6x,,,,0.1570750843,0.08892162654,274.2484273,0.02380314711,0.01018697963,0.1930663581,TRUE,TRUE
