H,V,C,MUNSELL_NAME,x,y,Y,OKLCH_L,OKLCH_C,OKLCH_h,sRGB_R,sRGB_G,sRGB_B,IN_SRGB_GAMUT,FAKE_MUNSEL
10P,5,8,10P 5/8,0.328,0.2464,19.77,0.5890947967,0.1001507316,335.1070689,0.633814728,0.3972425378,0.5823075097,TRUE,FALSE
10P,5,10,10P 5/10,0.3308,0.2328,19.77,0.591865987,0.1234576673,334.9720814,0.666258081,0.3736919573,0.6069931189,TRUE,FALSE
10P,5,12,10P 5/12,0.3335,0.2187,19.77,0.5950069564,0.1494053282,334.8524399,0.7012725398,0.3439738223,0.6344176819,TRUE,FALSE
10P,5,14,10P 5/14,0.336,0.2066,19.77,0.5980071268,0.1736795996,334.8555927,0.7335177275,0.3116048993,0.6594387663,TRUE,FALSE
10P,5,16,10P 5/16,0.3382,0.1951,19.77,0.6011122444,0.198366694,334.8421431,0.7655496008,0.2724190556,0.6849266766,TRUE,FALSE
10P,5,18,10P 5/18,0.3401,0.184,19.77,0.604374486,0.2238395887,334.8069075,0.7978802666,0.2214435959,0.7113767559,TRUE,FALSE
10P,5,20,10P 5/20,0.3422,0.1735,19.77,0.6078195691,0.2501926019,334.8605658,0.8311885892,0.1447432846,0.7379743441,TRUE,FALSE
2.5RP,5,2,2.5RP 5/2,0.3199,0.3019,19.77,0.5803738527,0.02321667641,345.2132358,0.5222841228,0.459435449,0.491989118,TRUE,FALSE
2.5RP,5,4,2.5RP 5/4,0.3298,0.2869,19.77,0.5833768112,0.0487167609,344.8504241,0.5688213364,0.4392554789,0.5097861744,TRUE,FALSE
2.5RP,5,6,2.5RP 5/6,0.3396,0.2718,19.77,0.5866120493,0.07593884355,344.6367734,0.6153154403,0.415395528,0.5289073993,TRUE,FALSE
2.5RP,5,8,2.5RP 5/8,0.349,0.257,19.77,0.5900161092,0.1042969203,344.4509572,0.6610603713,0.3874153934,0.5490071429,TRUE,FALSE
2.5RP,5,10,2.5RP 5/10,0.356,0.2452,19.77,0.5928771493,0.1279276015,344.2205905,0.6973094431,0.3610877116,0.5663512079,TRUE,FALSE
2.5RP,5,12,2.5RP 5/12,0.3635,0.2325,19.77,0.5961858621,0.1549697348,344.0310487,0.7374087606,0.3264140069,0.5861631987,TRUE,FALSE
2.5RP,5,14,2.5RP 5/14,0.3703,0.2211,19.77,0.599398632,0.1809294645,343.9121445,0.7748223712,0.2867112826,0.6050231988,TRUE,FALSE
2.5RP,5,16,2.5RP 5/16,0.3763,0.2108,19.77,0.6024992496,0.2057202251,343.7986754,0.8096084929,0.2397312328,0.6231937713,TRUE,FALSE
2.5RP,5,18,2.5RP 5/18,0.3821,0.2007,19.77,0.6057540604,0.2314615934,343.6915144,0.8449439957,0.1732450941,0.6421437288,TRUE,FALSE
2.5RP,5,20,2.5RP 5/20,0.3873,0.1909,19.77,0.6090962911,0.2576033761,343.5413801,0.8799292701,0.03606146236,0.6619769495,TRUE,FALSE
5RP,5,2,5RP 5/2,0.3256,0.3065,19.77,0.58051366,0.02389674003,356.4456557,0.5290153973,0.4582870287,0.4810586384,TRUE,FALSE
5RP,5,4,5RP 5/4,0.3421,0.2954,19.77,0.5837369168,0.05073868975,355.7980535,0.5829372545,0.4360073601,0.4878174617,TRUE,FALSE
5RP,5,6,5RP 5/6,0.3585,0.2842,19.77,0.5870805759,0.07843164251,355.4668446,0.6346573517,0.4102730381,0.4952099627,TRUE,FALSE
5RP,5,8,5RP 5/8,0.3748,0.2729,19.77,0.5905630236,0.1071058474,355.2067884,0.6850840848,0.3799480494,0.5032986762,TRUE,FALSE
5RP,5,10,5RP 5/10,0.388,0.263,19.77,0.593618637,0.1321280271,354.8535049,0.7267831381,0.349591776,0.5115707507,TRUE,FALSE
5RP,5,12,5RP 5/12,0.4022,0.2523,19.77,0.597062353,0.1601608728,354.5499928,0.7717717461,0.3095760138,0.5210796559,TRUE,FALSE
5RP,5,14,5RP 5/14,0.4142,0.2428,19.77,0.6001951436,0.1855089006,354.2510404,0.8109822257,0.2653658562,0.5304651126,TRUE,FALSE
5RP,5,16,5RP 5/16,0.4261,0.2331,19.77,0.6035089946,0.2121558867,353.9516049,0.851018217,0.2045228595,0.5408598024,TRUE,FALSE
5RP,5,18,5RP 5/18,0.4372,0.2242,19.77,0.6067220948,0.237824398,353.7311565,0.8887843458,0.1109156393,0.5508062696,TRUE,FALSE
7.5RP,5,2,7.5RP 5/2,0.3296,0.3098,19.77,0.5806002216,0.0247600499,3.832431748,0.533452053,0.4575508377,0.4732867311,TRUE,FALSE
7.5RP,5,4,7.5RP 5/4,0.3515,0.3024,19.77,0.5839313507,0.05261834084,3.683571472,0.5921640055,0.4340649759,0.4702423727,TRUE,FALSE
7.5RP,5,6,7.5RP 5/6,0.3726,0.2941,19.77,0.5873075031,0.08062238938,3.108384927,0.6465810593,0.4073729426,0.4690572017,TRUE,FALSE
7.5RP,5,8,7.5RP 5/8,0.3932,0.2852,19.77,0.5907607956,0.1090665201,2.553085151,0.6984517478,0.3763030262,0.4691764097,TRUE,FALSE
7.5RP,5,10,7.5RP 5/10,0.4108,0.2773,19.77,0.5938115123,0.1340493783,2.174292576,0.7419336252,0.344713323,0.4697991783,TRUE,FALSE
7.5RP,5,12,7.5RP 5/12,0.4303,0.2675,19.77,0.5974427792,0.1635848318,1.616331181,0.7910522817,0.3001223117,0.4724133668,TRUE,FALSE
7.5RP,5,14,7.5RP 5/14,0.4454,0.2596,19.77,0.6003914574,0.1874319511,1.221242902,0.8293937693,0.2553686128,0.4751358749,TRUE,FALSE
7.5RP,5,16,7.5RP 5/16,0.4617,0.2506,19.77,0.6037626985,0.2145434607,0.7824559541,0.8717312932,0.1868086788,0.4791464829,TRUE,FALSE
7.5RP,5,18,7.5RP 5/18,0.4761,0.2421,19.77,0.6069590714,0.2400974757,0.3594664742,0.9105468504,0.06789779359,0.4839832899,TRUE,FALSE
10RP,5,2,10RP 5/2,0.3332,0.3131,19.77,0.5806392685,0.02555716635,10.49904856,0.5368462779,0.4571347184,0.4657870569,TRUE,FALSE
10RP,5,4,10RP 5/4,0.3594,0.309,19.77,0.5839995493,0.05409156063,10.33579694,0.5984077924,0.4331037477,0.4543348227,TRUE,FALSE
10RP,5,6,10RP 5/6,0.3851,0.3039,19.77,0.5873598508,0.08229614722,9.939895148,0.6547439885,0.4059985254,0.4441651839,TRUE,FALSE
10RP,5,8,10RP 5/8,0.4105,0.298,19.77,0.5907546434,0.1105038501,9.546345352,0.7078186654,0.3746928373,0.4348895945,TRUE,FALSE
10RP,5,10,10RP 5/10,0.4332,0.2918,19.77,0.5939071858,0.1364351665,9.109473428,0.7543105238,0.3410274197,0.4276377492,TRUE,FALSE
10RP,5,12,10RP 5/12,0.4579,0.2841,19.77,0.5974954421,0.1656770935,8.585227594,0.8046324467,0.2950769263,0.4208780086,TRUE,FALSE
10RP,5,14,10RP 5/14,0.4767,0.2776,19.77,0.600357828,0.1888163581,8.165306815,0.8431512234,0.2494090781,0.4165412784,TRUE,FALSE
10RP,5,16,10RP 5/16,0.4986,0.2695,19.77,0.6038349567,0.2167320318,7.693493966,0.8883960577,0.1727707984,0.4121381128,TRUE,FALSE
10RP,5,18,10RP 5/18,0.5185,0.262,19.77,0.6070838217,0.2426536829,7.346050377,0.9295100153,0.007988850946,0.4081159336,TRUE,FALSE
2.5R,5,2,2.5R 5/2,0.336,0.3158,19.77,0.5806541273,0.02627858297,15.57630046,0.5392267047,0.4569107387,0.4597540067,TRUE,FALSE
2.5R,5,4,2.5R 5/4,0.366,0.3148,19.77,0.5840197851,0.05550214621,15.78154963,0.6029504356,0.4325693245,0.4405866277,TRUE,FALSE
2.5R,5,6,2.5R 5/6,0.396,0.313,19.77,0.5873321995,0.08392053282,15.8817286,0.6605347869,0.4054230531,0.4214658346,TRUE,FALSE
2.5R,5,8,2.5R 5/8,0.4252,0.3101,19.77,0.5905869298,0.1114297623,15.76200817,0.7132173398,0.3749217471,0.4034156387,TRUE,FALSE
2.5R,5,10,2.5R 5/10,0.4533,0.3058,19.77,0.5938432471,0.1384845259,15.37852768,0.7626870757,0.3394891715,0.3872627281,TRUE,FALSE
2.5R,5,12,2.5R 5/12,0.482,0.3002,19.77,0.5972938333,0.1667611561,14.92233596,0.8124552444,0.2942965327,0.3714808969,TRUE,FALSE
2.5R,5,14,2.5R 5/14,0.5047,0.295,19.77,0.6001247707,0.1897016075,14.54863371,0.8516505271,0.248059606,0.3593493442,TRUE,FALSE
2.5R,5,16,2.5R 5/16,0.53,0.288,19.77,0.6034794401,0.2165620521,14.01330814,0.8963251508,0.1724910864,0.346964635,TRUE,FALSE
5R,5,2,5R 5/2,0.3392,0.3192,19.77,0.5806364112,0.02711426352,21.56417366,0.5414337686,0.456878602,0.4523836157,TRUE,FALSE
5R,5,4,5R 5/4,0.374,0.322,19.77,0.5840231272,0.05758649004,22.07959339,0.6079429538,0.4320856669,0.4236190762,TRUE,FALSE
5R,5,6,5R 5/6,0.4078,0.3238,19.77,0.5871901741,0.08570526761,22.52717917,0.6650230039,0.4057564633,0.3951527674,TRUE,FALSE
5R,5,8,5R 5/8,0.4413,0.324,19.77,0.5903374636,0.1130454448,22.60680125,0.7176813039,0.3759047026,0.3671693099,TRUE,FALSE
5R,5,10,5R 5/10,0.4747,0.3227,19.77,0.5935199906,0.1401295267,22.52952241,0.7677451518,0.3408637364,0.3390429728,TRUE,FALSE
5R,5,12,5R 5/12,0.5071,0.3194,19.77,0.5967722996,0.1671107148,22.1492733,0.8159636344,0.2981009593,0.3122705204,TRUE,FALSE
5R,5,14,5R 5/14,0.5341,0.3158,19.77,0.5995463609,0.1898041257,21.87891527,0.855485355,0.2530140837,0.28884279,TRUE,FALSE
5R,5,16,5R 5/16,0.5637,0.3102,19.77,0.6027944699,0.2158623778,21.39908871,0.899857646,0.1815144074,0.2630924493,TRUE,FALSE
5R,5,18,5R 5/18,0.5918,0.3038,19.77,0.6060387536,0.2415247584,20.93243442,0.9426781724,0.02989649757,0.2371278909,TRUE,FALSE
7.5R,5,2,7.5R 5/2,0.3425,0.3229,19.77,0.5805976407,0.028133218,27.64891426,0.5433765078,0.456979683,0.4444959021,TRUE,FALSE
7.5R,5,4,7.5R 5/4,0.3806,0.3294,19.77,0.5838631044,0.05884456712,28.20381613,0.6098408141,0.432874194,0.4073067947,TRUE,FALSE
7.5R,5,6,7.5R 5/6,0.418,0.3348,19.77,0.5868848385,0.08694925453,28.9934022,0.6663521718,0.4075765914,0.3694335937,TRUE,FALSE
7.5R,5,8,7.5R 5/8,0.4563,0.3387,19.77,0.5899188613,0.1145505087,29.53399955,0.7190661841,0.378666884,0.3292619695,TRUE,FALSE
7.5R,5,10,7.5R 5/10,0.4927,0.3399,19.77,0.5929103864,0.1407567002,29.5193939,0.7673893699,0.3458926182,0.2903325205,TRUE,FALSE
7.5R,5,12,7.5R 5/12,0.528,0.3389,19.77,0.5959400904,0.1664780243,29.27006588,0.8135176664,0.30680687,0.2503314213,TRUE,FALSE
7.5R,5,14,7.5R 5/14,0.559,0.337,19.77,0.5986449508,0.1890743923,29.14767464,0.8530664507,0.2644204974,0.2100318036,TRUE,FALSE
7.5R,5,16,7.5R 5/16,0.5901,0.3331,19.77,0.6015641984,0.2127625258,28.78645342,0.8938702835,0.2053693865,0.1636581787,TRUE,FALSE
7.5R,5,18,7.5R 5/18,0.6161,0.3277,19.77,0.6042807235,0.2341192058,28.17613548,0.9302073273,0.1217204703,0.1175632078,TRUE,FALSE
10R,5,2,10R 5/2,0.3465,0.3278,19.77,0.580508057,0.02955122325,35.12642969,0.5450847682,0.4573803444,0.4343164496,TRUE,FALSE
10R,5,4,10R 5/4,0.3879,0.3398,19.77,0.5834583772,0.05993950153,36.59834901,0.6088625169,0.4354038345,0.3857793051,TRUE,FALSE
10R,5,6,10R 5/6,0.4299,0.3499,19.77,0.5863101284,0.08858591155,37.55202588,0.6648106626,0.4115172334,0.3351123287,TRUE,FALSE
10R,5,8,10R 5/8,0.4713,0.3575,19.77,0.5890868942,0.1155510339,38.1386498,0.7149610551,0.3853189132,0.2819851879,TRUE,FALSE
10R,5,10,10R 5/10,0.5113,0.363,19.77,0.5917485582,0.140777429,38.68675236,0.7600553572,0.3568151326,0.2231082786,TRUE,FALSE
10R,5,12,10R 5/12,0.5481,0.366,19.77,0.5942663378,0.1638504681,39.01244337,0.800284182,0.3259892803,0.1551889847,TRUE,FALSE
10R,5,14,10R 5/14,0.5771,0.3664,19.77,0.5963851901,0.1824423839,39.00060123,0.832395208,0.2962566314,0.0749580897,TRUE,FALSE
2.5YR,5,2,2.5YR 5/2,0.3506,0.3337,19.77,0.5803287436,0.03120242496,43.54571212,0.5455793762,0.4583591794,0.4225752361,TRUE,FALSE
2.5YR,5,4,2.5YR 5/4,0.3925,0.3494,19.77,0.5829038188,0.06035130839,44.45093302,0.6042966558,0.439134401,0.3674850923,TRUE,FALSE
2.5YR,5,6,2.5YR 5/6,0.4365,0.364,19.77,0.5854265148,0.08853024609,45.70011978,0.6567456934,0.4181963424,0.306188176,TRUE,FALSE
2.5YR,5,8,2.5YR 5/8,0.4795,0.3758,19.77,0.5878440029,0.1146329029,46.63403315,0.7028652124,0.3959514668,0.2391535921,TRUE,FALSE
2.5YR,5,10,2.5YR 5/10,0.5175,0.3844,19.77,0.5899624534,0.1369645061,47.42410627,0.7407014267,0.3743915169,0.1644300622,TRUE,FALSE
2.5YR,5,12,2.5YR 5/12,0.5482,0.3909,19.77,0.5916005944,0.1545380778,48.36395632,0.7689490977,0.3560764212,0.06169868046,TRUE,FALSE
5YR,5,2,5YR 5/2,0.353,0.3395,19.77,0.5799906822,0.0321356665,52.19105641,0.5427059339,0.4604271755,0.4122127848,TRUE,FALSE
5YR,5,4,5YR 5/4,0.3968,0.3614,19.77,0.5821175231,0.06139474627,54.20477728,0.5963946698,0.4444653469,0.34566746,TRUE,FALSE
5YR,5,6,5YR 5/6,0.442,0.3808,19.77,0.5842582351,0.08927263105,55.36078588,0.6442975391,0.4269822377,0.2727502355,TRUE,FALSE
5YR,5,8,5YR 5/8,0.483,0.396,19.77,0.5861670491,0.1132741299,56.31018048,0.6832995546,0.4100723683,0.1937428997,TRUE,FALSE
5YR,5,10,5YR 5/10,0.5161,0.4064,19.77,0.5877304311,0.1321672963,56.9467112,0.7130008621,0.3952203748,0.1012985589,TRUE,FALSE
7.5YR,5,2,7.5YR 5/2,0.354,0.3445,19.77,0.579599216,0.03275492629,60.09588493,0.5381057161,0.4628772887,0.4040798181,TRUE,FALSE
7.5YR,5,4,7.5YR 5/4,0.3991,0.3714,19.77,0.5813832701,0.06275594641,62.25163321,0.5879299174,0.4494355976,0.3284311667,TRUE,FALSE
7.5YR,5,6,7.5YR 5/6,0.444,0.3954,19.77,0.5830909431,0.09032382275,63.82942653,0.6300693786,0.4356449046,0.245273812,TRUE,FALSE
7.5YR,5,8,7.5YR 5/8,0.482,0.4141,19.77,0.5844738948,0.1126166586,65.24224125,0.6614506469,0.4237654444,0.1533632117,TRUE,FALSE
7.5YR,5,10,7.5YR 5/10,0.5108,0.4276,19.77,0.5854747858,0.1292271757,66.46189847,0.683036851,0.4147371069,0.009292041639,TRUE,FALSE
10YR,5,2,10YR 5/2,0.3546,0.3514,19.77,0.578997587,0.03412062921,70.94910622,0.5302995774,0.4666371977,0.3934835474,TRUE,FALSE
10YR,5,4,10YR 5/4,0.3995,0.384,19.77,0.5802871123,0.06479639357,72.62056899,0.5734685667,0.4568042607,0.3087243679,TRUE,FALSE
10YR,5,6,10YR 5/6,0.4428,0.4128,19.77,0.5815096228,0.09224440713,74.05872274,0.6087246677,0.4470712459,0.2149031893,TRUE,FALSE
10YR,5,8,10YR 5/8,0.477,0.4338,19.77,0.5824745005,0.1130933604,75.14115341,0.6336370003,0.4391249354,0.1076367332,TRUE,FALSE
2.5Y,5,2,2.5Y 5/2,0.3534,0.357,19.77,0.5783563816,0.03530172074,80.80603431,0.5206170869,0.4706479897,0.3861795314,TRUE,FALSE
2.5Y,5,4,2.5Y 5/4,0.3968,0.3954,19.77,0.579080406,0.06702076531,82.55282361,0.5555818488,0.4647721269,0.2935680984,TRUE,FALSE
2.5Y,5,6,2.5Y 5/6,0.438,0.4292,19.77,0.5798296536,0.09500312572,83.81913753,0.5839713187,0.4587487479,0.1892113172,TRUE,FALSE
2.5Y,5,8,2.5Y 5/8,0.4685,0.4524,19.77,0.58043559,0.1149045929,84.58772335,0.6031930643,0.45390357,0.05932202872,TRUE,FALSE
5Y,5,2,5Y 5/2,0.35,0.362,19.77,0.5775659853,0.03648391861,91.68209148,0.5071694053,0.4755583866,0.3814329433,TRUE,FALSE
5Y,5,4,5Y 5/4,0.3915,0.4057,19.77,0.5777888903,0.06970103771,92.10140228,0.5346911394,0.4730735705,0.2825482145,TRUE,FALSE
5Y,5,6,5Y 5/6,0.4302,0.4435,19.77,0.5781626613,0.09823539533,92.59202817,0.5573774253,0.4698500905,0.1707456372,TRUE,FALSE
5Y,5,8,5Y 5/8,0.4579,0.4692,19.77,0.5784836804,0.1179650519,93.05378582,0.5721188583,0.4672535515,0.007300751554,TRUE,FALSE
7.5Y,5,2,7.5Y 5/2,0.347,0.364,19.77,0.5770904523,0.03699359783,97.87440838,0.4982769987,0.4784875821,0.3807598937,TRUE,FALSE
7.5Y,5,4,7.5Y 5/4,0.385,0.412,19.77,0.5767391737,0.07152824909,99.23958671,0.5160825554,0.4796494943,0.2789321276,TRUE,FALSE
7.5Y,5,6,7.5Y 5/6,0.4199,0.4551,19.77,0.5765562961,0.1014273349,100.3565922,0.5296410708,0.4800964865,0.1614027914,TRUE,FALSE
10Y,6,2,10Y 6/2,0.3398,0.3611,30.03,0.6628341295,0.03941907143,104.9362766,0.5892542072,0.5835396738,0.474863697,TRUE,FALSE
10Y,6,4,10Y 6/4,0.3679,0.4033,30.03,0.6619836501,0.0736744675,105.8545205,0.5981826058,0.5878984074,0.3763639731,TRUE,FALSE
10Y,6,6,10Y 6/6,0.396,0.4452,30.03,0.6613300899,0.1059949242,106.645564,0.6056647002,0.591260978,0.2640832467,TRUE,FALSE
10Y,6,8,10Y 6/8,0.4201,0.4812,30.03,0.6608673895,0.1329594396,107.3276723,0.610898031,0.593690717,0.1197671072,TRUE,FALSE
2.5GY,6,2,2.5GY 6/2,0.3342,0.3607,30.03,0.6622165472,0.03914681681,112.9302917,0.5748038216,0.5874253581,0.4803107063,TRUE,FALSE
2.5GY,6,4,2.5GY 6/4,0.3572,0.4038,30.03,0.6608184147,0.07379011857,113.5937756,0.5719337173,0.5951146297,0.3862626238,TRUE,FALSE
2.5GY,6,6,2.5GY 6/6,0.3799,0.447,30.03,0.6596670225,0.1062632775,114.1723949,0.5688093138,0.6014450122,0.2822473022,TRUE,FALSE
2.5GY,6,8,2.5GY 6/8,0.4006,0.4885,30.03,0.6586686203,0.1359593956,114.910716,0.5640293151,0.6069871898,0.1462590251,TRUE,FALSE
5GY,6,2,5GY 6/2,0.3288,0.3592,30.03,0.6617241293,0.03860041422,119.9718987,0.5621073855,0.5905021545,0.4873882308,TRUE,FALSE
5GY,6,4,5GY 6/4,0.3461,0.4008,30.03,0.6598864725,0.07247328885,120.5255958,0.5479492223,0.6007740845,0.4021289926,TRUE,FALSE
5GY,6,6,5GY 6/6,0.3622,0.4438,30.03,0.6581812095,0.1049512471,121.4653207,0.5313815404,0.6102115428,0.3102097269,TRUE,FALSE
5GY,6,8,5GY 6/8,0.3772,0.488,30.03,0.6566081314,0.1361801843,122.3373809,0.513266052,0.6188223975,0.196411023,TRUE,FALSE
7.5GY,6,2,7.5GY 6/2,0.3193,0.355,30.03,0.6609908598,0.03765574494,132.1722458,0.5410291713,0.5950402045,0.5023113049,TRUE,FALSE
7.5GY,6,4,7.5GY 6/4,0.3275,0.3922,30.03,0.658556286,0.0700271281,132.221362,0.5087473319,0.6086390991,0.4334834417,TRUE,FALSE
7.5GY,6,6,7.5GY 6/6,0.3351,0.4321,30.03,0.6562738224,0.1017975423,132.5118259,0.4745233689,0.6209895244,0.3601507599,TRUE,FALSE
7.5GY,6,8,7.5GY 6/8,0.3418,0.4768,30.03,0.6539827631,0.1345851675,133.0193695,0.4346849617,0.6330136365,0.2733415569,TRUE,FALSE
7.5GY,6,10,7.5GY 6/10,0.3463,0.5196,30.03,0.6519731821,0.1637371084,133.5953235,0.3935786623,0.6432508268,0.1724577211,TRUE,FALSE
10GY,6,2,10GY 6/2,0.3112,0.3496,30.03,0.6605233298,0.03653532938,142.8381386,0.5247192756,0.5979317023,0.517955874,TRUE,FALSE
10GY,6,4,10GY 6/4,0.3124,0.3822,30.03,0.6576595701,0.0681126181,142.3607107,0.4770303937,0.6138006723,0.4628468208,TRUE,FALSE
10GY,6,6,10GY 6/6,0.3128,0.4175,30.03,0.6549251679,0.09927372238,142.3196324,0.4248144933,0.6282704971,0.4053982492,TRUE,FALSE
10GY,6,8,10GY 6/8,0.3116,0.4563,30.03,0.6521987535,0.1308339143,142.618207,0.3622270638,0.6420724069,0.3434355615,TRUE,FALSE
10GY,6,10,10GY 6/10,0.3086,0.4949,30.03,0.6496953678,0.1599681182,143.0853833,0.2888558801,0.6542093293,0.2805401296,TRUE,FALSE
10GY,6,12,10GY 6/12,0.3037,0.5358,30.03,0.6472362103,0.1886848327,143.6237558,0.1834451437,0.6656417368,0.2071417887,TRUE,FALSE
2.5G,6,2,2.5G 6/2,0.3039,0.3437,30.03,0.6601880561,0.03576562668,153.198797,0.5107083797,0.6000127719,0.533719532,TRUE,FALSE
2.5G,6,4,2.5G 6/4,0.2967,0.3695,30.03,0.6568514371,0.06709705217,153.9271288,0.4426931019,0.6183443043,0.4963350375,TRUE,FALSE
2.5G,6,6,2.5G 6/6,0.2892,0.3963,30.03,0.6537642014,0.09672015296,154.082043,0.3676155913,0.6342932002,0.4593360362,TRUE,FALSE
2.5G,6,8,2.5G 6/8,0.2799,0.4239,30.03,0.6507401399,0.1257333184,154.5753254,0.2699356547,0.6490494614,0.423944456,TRUE,FALSE
2.5G,6,10,2.5G 6/10,0.269,0.453,30.03,0.6477520208,0.1545204632,155.0913289,0.09019029585,0.6628345541,0.38865389,TRUE,FALSE
5G,6,2,5G 6/2,0.2988,0.3382,30.03,0.6600855236,0.03465395086,161.3852079,0.5026713983,0.6007140158,0.5470677042,TRUE,FALSE
5G,6,4,5G 6/4,0.2868,0.3595,30.03,0.6564775762,0.06654283701,162.0072548,0.4213003223,0.6204274465,0.5204402203,TRUE,FALSE
5G,6,6,5G 6/6,0.2748,0.3795,30.03,0.6532669497,0.09507588509,162.4834114,0.3301942865,0.6367857465,0.4973177313,TRUE,FALSE
5G,6,8,5G 6/8,0.2612,0.399,30.03,0.6501190232,0.1229258675,163.2614632,0.1960748017,0.6518261929,0.4772907866,TRUE,FALSE
7.5G,6,2,7.5G 6/2,0.2958,0.3344,30.03,0.6600818036,0.03382865251,166.8599305,0.4987180611,0.6008087026,0.5559038242,TRUE,FALSE
7.5G,6,4,7.5G 6/4,0.2807,0.3522,30.03,0.6563362455,0.06605979667,167.5239049,0.4088374893,0.621228851,0.5371405208,TRUE,FALSE
7.5G,6,6,7.5G 6/6,0.2662,0.3672,30.03,0.6531229168,0.09370488561,168.3428268,0.3080951314,0.6374867766,0.5234807182,TRUE,FALSE
7.5G,6,8,7.5G 6/8,0.251,0.3829,30.03,0.6499126775,0.1214763168,168.838941,0.1415067011,0.6526636384,0.5099061146,TRUE,FALSE
10G,6,2,10G 6/2,0.2929,0.3303,30.03,0.6601229633,0.03296017584,172.81251,0.4955203592,0.6006509309,0.56520899,TRUE,FALSE
10G,6,4,10G 6/4,0.2749,0.3443,30.03,0.6562834792,0.06551136193,173.334269,0.3978295682,0.62155996,0.5546595938,TRUE,FALSE
10G,6,6,10G 6/6,0.2591,0.3558,30.03,0.6530971432,0.09262500606,173.8071839,0.2898946823,0.6375959268,0.5471779298,TRUE,FALSE
10G,6,8,10G 6/8,0.242,0.3679,30.03,0.6497683645,0.1210640634,174.2043421,0.05978022488,0.6531926125,0.5400216726,TRUE,FALSE
2.5BG,6,2,2.5BG 6/2,0.2902,0.3268,30.03,0.6601280625,0.03279229078,178.2848652,0.491881341,0.600689782,0.5733474812,TRUE,FALSE
2.5BG,6,4,2.5BG 6/4,0.2702,0.3369,30.03,0.6563330911,0.06487455387,178.7013436,0.3901810395,0.6213482975,0.5706246702,TRUE,FALSE
2.5BG,6,6,2.5BG 6/6,0.2526,0.3448,30.03,0.653118744,0.09219355735,179.2288364,0.2721969323,0.637465538,0.5699906778,TRUE,FALSE
5BG,6,2,5BG 6/2,0.2872,0.3219,30.03,0.6602437288,0.03216240343,185.7499176,0.4895345838,0.6001217542,0.584210624,TRUE,FALSE
5BG,6,4,5BG 6/4,0.2648,0.3262,30.03,0.6566104092,0.063373149,186.507211,0.3851883633,0.6199688823,0.5929470855,TRUE,FALSE
5BG,6,6,5BG 6/6,0.2441,0.329,30.03,0.6532753981,0.09233642113,187.1621487,0.2487657121,0.6366563016,0.6026958315,TRUE,FALSE
7.5BG,6,2,7.5BG 6/2,0.2849,0.3172,30.03,0.6604397292,0.03139199761,193.1241753,0.4894099929,0.5990898695,0.5942739901,TRUE,FALSE
7.5BG,6,4,7.5BG 6/4,0.2604,0.3169,30.03,0.6569106206,0.06276061131,193.6629273,0.3820306494,0.618461302,0.6124494591,TRUE,FALSE
7.5BG,6,6,7.5BG 6/6,0.2384,0.3155,30.03,0.653667165,0.09203194116,194.0815335,0.239033925,0.6347135739,0.6302353648,TRUE,FALSE
10BG,6,2,10BG 6/2,0.2837,0.3132,30.03,0.6607196345,0.03021464568,199.8493626,0.4922159337,0.5975593577,0.6023478392,TRUE,FALSE
10BG,6,4,10BG 6/4,0.2578,0.3078,30.03,0.6574845407,0.06089706465,201.1687981,0.3878007302,0.6155132325,0.6306709417,TRUE,FALSE
10BG,6,6,10BG 6/6,0.2335,0.3015,30.03,0.6542782625,0.09190642691,201.6152522,0.2373668453,0.6316976555,0.6589565738,TRUE,FALSE
2.5B,6,2,2.5B 6/2,0.2835,0.3097,30.03,0.661093021,0.02847879929,206.6373355,0.4979748613,0.5954698352,0.6088484873,TRUE,FALSE
2.5B,6,4,2.5B 6/4,0.2571,0.3008,30.03,0.6581531334,0.05844336299,207.7960902,0.3992081557,0.6120262857,0.6440487802,TRUE,FALSE
2.5B,6,6,2.5B 6/6,0.2312,0.2899,30.03,0.6551326479,0.09055428399,208.5202994,0.2528156,0.6274873698,0.6823539764,TRUE,FALSE
5B,6,2,5B 6/2,0.2842,0.3063,30.03,0.6615930365,0.02612210521,214.929623,0.507005144,0.5926211836,0.6145681263,TRUE,FALSE
5B,6,4,5B 6/4,0.2579,0.2938,30.03,0.6590902898,0.05481944201,215.9582652,0.4183401545,0.6070513054,0.6566459081,TRUE,FALSE
5B,6,6,5B 6/6,0.232,0.2789,30.03,0.6565353625,0.08622923316,216.7588367,0.2930731069,0.6205024219,0.7033081198,TRUE,FALSE
7.5B,6,2,7.5B 6/2,0.2854,0.3037,30.03,0.6620784782,0.02397799602,223.2926344,0.5163900248,0.589811373,0.6184976191,TRUE,FALSE
7.5B,6,4,7.5B 6/4,0.2602,0.2881,30.03,0.6601471043,0.05071619329,224.904305,0.441750605,0.6013119962,0.6659663418,TRUE,FALSE
7.5B,6,6,7.5B 6/6,0.2352,0.2708,30.03,0.6581019315,0.08065979608,225.1766928,0.3396521452,0.6125106111,0.7175153452,TRUE,FALSE
7.5B,6,8,7.5B 6/8,0.2132,0.2537,30.03,0.6561636463,0.1109465238,225.1218519,0.1826318886,0.622154031,0.7683836884,TRUE,FALSE
